timestamp,run_id_global,run_id_per_size,device_name,num_threads,problem_size,batches,gpu_e2e_time_s,gpu_kernel_time_s,wall_time_s,total_energy_j,energy_per_batch_j,energy_per_second_j,energy_per_flop_j,time_per_gemm_ms_kernel,time_per_gemm_ms_e2e,flops_total,gflops_per_s,avg_power_w,below_target,pcie_gen,pcie_width,sm_clock_mhz,mem_clock_mhz,temp_c,throttle_reasons
2026-02-10T10:41:13,1,0,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,5000,1.545817,1.545817,1.545817,54.795758,1.095915e-02,35.447767,1.095915e-08,0.309163,0.309163,5.000000e+09,3.23,35.45,f,,,3300,,41,
2026-02-10T10:41:14,2,1,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,5000,1.545595,1.545595,1.545595,54.759565,1.095191e-02,35.429442,1.095191e-08,0.309119,0.309119,5.000000e+09,3.24,35.43,f,,,3300,,41,
2026-02-10T10:41:16,3,2,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,5000,1.545428,1.545428,1.545428,54.781842,1.095637e-02,35.447686,1.095637e-08,0.309086,0.309086,5.000000e+09,3.24,35.45,f,,,3299,,41,
2026-02-10T10:41:18,4,3,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,5000,1.545461,1.545461,1.545461,54.737653,1.094753e-02,35.418324,1.094753e-08,0.309092,0.309092,5.000000e+09,3.24,35.42,f,,,3300,,41,
2026-02-10T10:41:19,5,4,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,5000,1.545598,1.545598,1.545598,54.828229,1.096565e-02,35.473799,1.096565e-08,0.309120,0.309120,5.000000e+09,3.23,35.47,f,,,3299,,41,
2026-02-10T10:41:21,6,5,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,5000,1.545777,1.545777,1.545777,54.804547,1.096091e-02,35.454380,1.096091e-08,0.309155,0.309155,5.000000e+09,3.23,35.45,f,,,3300,,41,
2026-02-10T10:41:22,7,6,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,5000,1.545315,1.545315,1.545315,54.744550,1.094891e-02,35.426144,1.094891e-08,0.309063,0.309063,5.000000e+09,3.24,35.43,f,,,3299,,41,
2026-02-10T10:41:24,8,7,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,5000,1.545434,1.545434,1.545434,54.775678,1.095514e-02,35.443559,1.095514e-08,0.309087,0.309087,5.000000e+09,3.24,35.44,f,,,3300,,41,
2026-02-10T10:41:25,9,8,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,5000,1.545578,1.545578,1.545578,54.698163,1.093963e-02,35.390107,1.093963e-08,0.309116,0.309116,5.000000e+09,3.24,35.39,f,,,3250,,41,
2026-02-10T10:41:27,10,9,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,5000,1.545432,1.545432,1.545432,54.786115,1.095722e-02,35.450357,1.095722e-08,0.309086,0.309086,5.000000e+09,3.24,35.45,f,,,3299,,41,
2026-02-10T10:41:28,11,10,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,5000,1.545430,1.545430,1.545430,54.768658,1.095373e-02,35.439112,1.095373e-08,0.309086,0.309086,5.000000e+09,3.24,35.44,f,,,3299,,41,
2026-02-10T10:41:30,12,11,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,5000,1.545977,1.545977,1.545977,54.768658,1.095373e-02,35.426557,1.095373e-08,0.309195,0.309195,5.000000e+09,3.23,35.43,f,,,3300,,41,
2026-02-10T10:41:32,13,12,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,5000,1.545371,1.545371,1.545371,54.753888,1.095078e-02,35.430911,1.095078e-08,0.309074,0.309074,5.000000e+09,3.24,35.43,f,,,3299,,41,
2026-02-10T10:41:33,14,13,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,5000,1.545389,1.545389,1.545389,54.783795,1.095676e-02,35.449848,1.095676e-08,0.309078,0.309078,5.000000e+09,3.24,35.45,f,,,3300,,41,
2026-02-10T10:41:35,15,14,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,5000,1.545296,1.545296,1.545296,54.768537,1.095371e-02,35.442110,1.095371e-08,0.309059,0.309059,5.000000e+09,3.24,35.44,f,,,3199,,41,
2026-02-10T10:41:36,16,15,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,5000,1.545532,1.545532,1.545532,54.779950,1.095599e-02,35.444075,1.095599e-08,0.309106,0.309106,5.000000e+09,3.24,35.44,f,,,3299,,41,
2026-02-10T10:41:38,17,16,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,5000,1.545454,1.545454,1.545454,54.739667,1.094793e-02,35.419789,1.094793e-08,0.309091,0.309091,5.000000e+09,3.24,35.42,f,,,3300,,41,
2026-02-10T10:41:39,18,17,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,5000,1.545044,1.545044,1.545044,54.791852,1.095837e-02,35.462976,1.095837e-08,0.309009,0.309009,5.000000e+09,3.24,35.46,f,,,3299,,41,
2026-02-10T10:41:41,19,18,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,5000,1.545084,1.545084,1.545084,54.746564,1.094931e-02,35.432744,1.094931e-08,0.309017,0.309017,5.000000e+09,3.24,35.43,f,,,3300,,41,
2026-02-10T10:41:42,20,19,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,5000,1.545399,1.545399,1.545399,54.772382,1.095448e-02,35.442237,1.095448e-08,0.309080,0.309080,5.000000e+09,3.24,35.44,f,,,3300,,41,
2026-02-10T10:41:44,21,20,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,5000,1.545630,1.545630,1.545630,54.809796,1.096196e-02,35.461141,1.096196e-08,0.309126,0.309126,5.000000e+09,3.23,35.46,f,,,1200,,41,
2026-02-10T10:41:46,22,21,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,5000,1.545364,1.545364,1.545364,54.807416,1.096148e-02,35.465696,1.096148e-08,0.309073,0.309073,5.000000e+09,3.24,35.47,f,,,3300,,41,
2026-02-10T10:41:47,23,22,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,5000,1.545779,1.545779,1.545779,54.747601,1.094952e-02,35.417484,1.094952e-08,0.309156,0.309156,5.000000e+09,3.23,35.42,f,,,3299,,41,
2026-02-10T10:41:49,24,23,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,5000,1.545339,1.545339,1.545339,54.747540,1.094951e-02,35.427537,1.094951e-08,0.309068,0.309068,5.000000e+09,3.24,35.43,f,,,3299,,41,
2026-02-10T10:41:50,25,24,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,5000,1.545644,1.545644,1.545644,54.781964,1.095639e-02,35.442798,1.095639e-08,0.309129,0.309129,5.000000e+09,3.23,35.44,f,,,3299,,41,
2026-02-10T10:41:52,26,25,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,5000,1.545535,1.545535,1.545535,54.828656,1.096573e-02,35.475526,1.096573e-08,0.309107,0.309107,5.000000e+09,3.24,35.48,f,,,3300,,41,
2026-02-10T10:41:53,27,26,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,5000,1.545496,1.545496,1.545496,54.707319,1.094146e-02,35.397913,1.094146e-08,0.309099,0.309099,5.000000e+09,3.24,35.40,f,,,3300,,41,
2026-02-10T10:41:55,28,27,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,5000,1.545551,1.545551,1.545551,54.764570,1.095291e-02,35.433698,1.095291e-08,0.309110,0.309110,5.000000e+09,3.24,35.43,f,,,3280,,41,
