timestamp,host,cpu_model,backend,library,library_version,impl,workload,dtype,pattern,nrows,ncols,nnz,num_threads,batches,seconds_target,passes_kernel,seconds_kernel,energy_j,avg_power_w,below_target,bytes_total,bw_gb_s,temp_c,time_mode,energy_mode,omp_proc_bind,omp_places,energy_domain,numa_policy,notes
2025-10-15T20:05:29,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,1,0,1.00,243437,0.9531,51.461,54.0,0,13711345588,14.39,45.8,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;
2025-10-15T20:05:30,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,1,1,1.00,243437,0.9561,51.519,53.9,0,13711345588,14.34,46.2,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;
2025-10-15T20:05:31,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,1,2,1.00,243437,0.9561,51.529,53.9,0,13711345588,14.34,46.2,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;
2025-10-15T20:05:32,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,1,3,1.00,243437,0.9570,51.596,53.9,0,13711345588,14.33,46.2,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;
2025-10-15T20:05:33,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,1,4,1.00,243437,0.9564,51.645,54.0,0,13711345588,14.34,46.2,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;
2025-10-15T20:05:34,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,1,5,1.00,243437,0.9564,51.516,53.9,0,13711345588,14.34,46.2,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;
2025-10-15T20:05:35,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,1,6,1.00,243437,0.9560,51.491,53.9,0,13711345588,14.34,46.2,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;
2025-10-15T20:05:36,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,1,7,1.00,243437,0.9564,51.536,53.9,0,13711345588,14.34,46.2,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;
2025-10-15T20:05:37,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,1,8,1.00,243437,0.9566,51.488,53.8,0,13711345588,14.33,46.2,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;
2025-10-15T20:05:38,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,1,9,1.00,243437,0.9563,51.443,53.8,0,13711345588,14.34,46.2,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;
