timestamp,host,cpu_model,backend,library,library_version,impl,workload,dtype,pattern,nrows,ncols,nnz,num_threads,batches,seconds_target,passes_e2e,seconds_kernel,energy_j,avg_power_w,below_target,bytes_total,bw_gb_s,temp_c,time_mode,energy_mode,omp_proc_bind,omp_places,energy_domain,numa_policy,notes,seconds_wall,kWh_e2e,energy_per_pass_j,kWh_per_pass,seconds_per_pass,M,K,N,flops_per_pass,joule_per_gflop,gflops,flops_per_watt,gb_per_s_kernel,j_per_gb_kernel
2025-10-15T23:43:09,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,16,0,1,287082,1.0228,92.356,90.3,0,16169606568,15.81,76,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;,1.0228,2.5654444444444442e-05,0.00032170599340954845,8.936277594709679e-11,3.5627451390195133e-06,,,,,,,,15.809157770825188,5.711703597215192
2025-10-15T23:43:10,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,16,1,1,287082,1.0181,91.902,90.3,0,16169606568,15.88,76,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;,1.0181,2.5528333333333334e-05,0.0003201245637135035,8.892348992041764e-11,3.5463735100075935e-06,,,,,,,,15.882139836951183,5.68362622884567
2025-10-15T23:43:11,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,16,2,1,287082,1.019,91.848,90.1,0,16169606568,15.87,76,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;,1.019,2.5513333333333332e-05,0.00031993646414613244,8.887124004059234e-11,3.54950850279711e-06,,,,,,,,15.868112431795879,5.680286629964713
2025-10-15T23:43:12,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,16,3,1,287082,1.0183,91.76,90.1,0,16169606568,15.88,76,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;,1.0183,2.548888888888889e-05,0.0003196299315178242,8.87860920882845e-11,3.5470701750719307e-06,,,,,,,,15.879020492978494,5.674844320677228
2025-10-15T23:43:13,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,16,4,1,287082,1.0186,91.979,90.3,0,16169606568,15.87,76,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;,1.0186,2.554972222222222e-05,0.00032039277976327323,8.8997994378687e-11,3.548115172668436e-06,,,,,,,,15.874343773807189,5.688388249472219
2025-10-15T23:43:14,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,16,5,1,287082,1.0198,91.855,90.1,0,16169606568,15.86,76,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;,1.0198,2.551527777777778e-05,0.0003199608474233843,8.88780131731623e-11,3.5522951630544585e-06,,,,,,,,15.855664412629928,5.680719540930763
2025-10-15T23:43:15,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,16,6,1,287082,1.0182,91.836,90.2,0,16169606568,15.88,76,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;,1.0182,2.5509999999999998e-05,0.0003198946642422722,8.885962895618673e-11,3.546721842539762e-06,,,,,,,,15.880580011785504,5.679544496880056
2025-10-15T23:43:16,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,16,7,1,287082,1.0178,91.728,90.1,0,16169606568,15.89,76,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;,1.0178,2.548e-05,0.0003195184651075302,8.875512919653617e-11,3.5453285124110882e-06,,,,,,,,15.886821151503243,5.6728652991181425
2025-10-15T23:43:17,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,16,8,1,287082,1.0199,92.012,90.2,0,16169606568,15.85,76,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;,1.0199,2.5558888888888888e-05,0.0003205077294988888,8.902992486080244e-11,3.552643495586627e-06,,,,,,,,15.85410978331209,5.690429115455025
2025-10-15T23:43:18,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,16,9,1,287082,1.0169,91.714,90.2,0,16169606568,15.9,76,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;,1.0169,2.547611111111111e-05,0.00031946969855302664,8.874158293139629e-11,3.542193519621571e-06,,,,,,,,15.900881667813946,5.671999477186043
