"timestamp","host","cpu_model","backend","library","library_version","impl","workload","dtype","pattern","nrows","ncols","nnz","num_threads","batches","seconds_target","passes_e2e","seconds_kernel","energy_j","avg_power_w","below_target","bytes_total","bw_gb_s","temp_c","time_mode","energy_mode","omp_proc_bind","omp_places","energy_domain","numa_policy","notes","seconds_wall","kWh_e2e","energy_per_pass_j","kWh_per_pass","seconds_per_pass","M","K","N","flops_per_pass","joule_per_gflop","gflops","flops_per_watt","gb_per_s_kernel","j_per_gb_kernel","market_area","de_price_eur_kwh_run","de_eur_job","de_price_sync","de_eur_job_sync","fr_price_eur_kwh_run","fr_eur_job","fr_price_sync","fr_eur_job_sync","pl_price_eur_kwh_run","pl_eur_job","pl_price_sync","pl_eur_job_sync","price_eur_kwh_run","eur_job","price_sync","eur_job_sync"
"2024-09-15 23:43:09+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","16","0","1","287082","1.0228","92,356","90.3","0","16169606568","15.81","76","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","1,0228","2,565444444444444e-05","0.00032170599340954845","8.936277594709679e-11","3.5627451390195133e-06","","","","","","","","15.809157770825188","5.711703597215192","DE","0,0926","2,375601555555555e-06","0,07830997222222223","2,0089988318209874e-06","0,09235","2,369187944444444e-06","0,09501313888888888","2,4375092931172832e-06","0,09235","2,369187944444444e-06","0,09501313888888888","2,4375092931172832e-06","0,0926","2,375601555555555e-06","0,07830997222222223","2,0089988318209874e-06"
"2024-09-15 23:43:10+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","16","1","1","287082","1.0181","91,902","90.3","0","16169606568","15.88","76","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","1,0181","2,552833333333333e-05","0.0003201245637135035","8.892348992041764e-11","3.5463735100075935e-06","","","","","","","","15.882139836951183","5.68362622884567","DE","0,0926","2,3639236666666666e-06","0,07830997222222223","1,999123074212963e-06","0,09235","2,3575415833333334e-06","0,09501313888888888","2,425527080601851e-06","0,09235","2,3575415833333334e-06","0,09501313888888888","2,425527080601851e-06","0,0926","2,3639236666666666e-06","0,07830997222222223","1,999123074212963e-06"
"2024-09-15 23:43:11+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","16","2","1","287082","1.019","91,848","90.1","0","16169606568","15.87","76","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","1,019","2,551333333333333e-05","0.00031993646414613244","8.887124004059234e-11","3.54950850279711e-06","","","","","","","","15.868112431795879","5.680286629964713","DE","0,0926","2,362534666666666e-06","0,07830997222222223","1,9979484246296295e-06","0,09235","2,3561563333333328e-06","0,09501313888888888","2,4241018835185175e-06","0,09235","2,3561563333333328e-06","0,09501313888888888","2,4241018835185175e-06","0,0926","2,362534666666666e-06","0,07830997222222223","1,9979484246296295e-06"
"2024-09-15 23:43:12+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","16","3","1","287082","1.0183","91,76","90.1","0","16169606568","15.88","76","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","1,0183","2,548888888888889e-05","0.0003196299315178242","8.87860920882845e-11","3.5470701750719307e-06","","","","","","","","15.879020492978494","5.674844320677228","DE","0,0926","2,3602711111111112e-06","0,07830997222222223","1,996034180864198e-06","0,09235","2,353898888888889e-06","0,09501313888888888","2,4217793401234566e-06","0,09235","2,353898888888889e-06","0,09501313888888888","2,4217793401234566e-06","0,0926","2,3602711111111112e-06","0,07830997222222223","1,996034180864198e-06"
"2024-09-15 23:43:13+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","16","4","1","287082","1.0186","91,979","90.3","0","16169606568","15.87","76","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","1,0186","2,554972222222222e-05","0.00032039277976327323","8.8997994378687e-11","3.548115172668436e-06","","","","","","","","15.874343773807189","5.688388249472219","DE","0,0926","2,3659042777777777e-06","0,07830997222222223","2,000798037507716e-06","0,09235","2,3595168472222223e-06","0,09501313888888888","2,4275593060725304e-06","0,09235","2,3595168472222223e-06","0,09501313888888888","2,4275593060725304e-06","0,0926","2,3659042777777777e-06","0,07830997222222223","2,000798037507716e-06"
"2024-09-15 23:43:14+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","16","5","1","287082","1.0198","91,855","90.1","0","16169606568","15.86","76","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","1,0198","2,551527777777778e-05","0.0003199608474233843","8.88780131731623e-11","3.5522951630544585e-06","","","","","","","","15.855664412629928","5.680719540930763","DE","0,0926","2,362714722222222e-06","0,07830997222222223","1,998100694020062e-06","0,09235","2,356335902777778e-06","0,09501313888888888","2,42428663128858e-06","0,09235","2,356335902777778e-06","0,09501313888888888","2,42428663128858e-06","0,0926","2,362714722222222e-06","0,07830997222222223","1,998100694020062e-06"
"2024-09-15 23:43:15+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","16","6","1","287082","1.0182","91,836","90.2","0","16169606568","15.88","76","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","1,0182","2,551e-05","0.0003198946642422722","8.885962895618673e-11","3.546721842539762e-06","","","","","","","","15.880580011785504","5.679544496880056","DE","0,0926","2,3622260000000003e-06","0,07830997222222223","1,9976873913888894e-06","0,09235","2,3558485e-06","0,09501313888888888","2,4237851730555555e-06","0,09235","2,3558485e-06","0,09501313888888888","2,4237851730555555e-06","0,0926","2,3622260000000003e-06","0,07830997222222223","1,9976873913888894e-06"
"2024-09-15 23:43:16+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","16","7","1","287082","1.0178","91,728","90.1","0","16169606568","15.89","76","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","1,0178","2,548e-05","0.0003195184651075302","8.875512919653617e-11","3.5453285124110882e-06","","","","","","","","15.886821151503243","5.6728652991181425","DE","0,0926","2,359448e-06","0,07830997222222223","1,9953380922222224e-06","0,09235","2,353078e-06","0,09501313888888888","2,4209347788888884e-06","0,09235","2,353078e-06","0,09501313888888888","2,4209347788888884e-06","0,0926","2,359448e-06","0,07830997222222223","1,9953380922222224e-06"
"2024-09-15 23:43:17+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","16","8","1","287082","1.0199","92,012","90.2","0","16169606568","15.85","76","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","1,0199","2,5558888888888888e-05","0.0003205077294988888","8.902992486080244e-11","3.552643495586627e-06","","","","","","","","15.85410978331209","5.690429115455025","DE","0,0926","2,366753111111111e-06","0,07830997222222223","2,0015158789197533e-06","0,09235","2,3603633888888887e-06","0,09501313888888888","2,4284302598456786e-06","0,09235","2,3603633888888887e-06","0,09501313888888888","2,4284302598456786e-06","0,0926","2,366753111111111e-06","0,07830997222222223","2,0015158789197533e-06"
"2024-09-15 23:43:18+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","16","9","1","287082","1.0169","91,714","90.2","0","16169606568","15.9","76","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","1,0169","2,547611111111111e-05","0.00031946969855302664","8.874158293139629e-11","3.542193519621571e-06","","","","","","","","15.900881667813946","5.671999477186043","DE","0,0926","2,3590878888888888e-06","0,07830997222222223","1,9950335534413584e-06","0,09235","2,352718861111111e-06","0,09501313888888888","2,420565283348765e-06","0,09235","2,352718861111111e-06","0,09501313888888888","2,420565283348765e-06","0,0926","2,3590878888888888e-06","0,07830997222222223","1,9950335534413584e-06"
