metric,policy,lower_is_better,problem_size,best_cpu,best_cpu_label,best_cpu_configuration,best_cpu_selection_status,best_cpu_value,best_gpu,best_gpu_label,best_gpu_configuration,best_gpu_selection_status,best_gpu_value,cpu_over_gpu_ratio,ratio_ci95_low,ratio_ci95_high,classification,probability_cpu_better,cliffs_delta_cpu_minus_gpu,cpu_energy_domain,gpu_energy_domain,inference_scope
energy_j,energy_opt,True,64,INTEL,Intel CPU,16T,tie_or_uncertain,0.0001226988152536,5060ti,RTX 5060 Ti,gpu_resident,single_configuration,0.0003328180970606,0.3686662965062829,0.30687567722648007,0.46298537863054695,clear_CPU,1.0,-1.0,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
energy_j,energy_opt,True,128,INTEL,Intel CPU,4T,tie_or_uncertain,0.0012227639253655,5060ti,RTX 5060 Ti,gpu_resident,single_configuration,0.0004186242111759,2.9209106705290675,2.7742050037451067,3.148513106139237,clear_GPU,0.0,1.0,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
energy_j,energy_opt,True,256,INTEL,Intel CPU,8T,clear_leader,0.0055113264120244,5060ti,RTX 5060 Ti,gpu_resident,single_configuration,0.0012479899127188,4.416162627482891,4.060040158347324,4.543714165760803,clear_GPU,0.0,1.0,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
energy_j,energy_opt,True,512,INTEL,Intel CPU,8T,tie_or_uncertain,0.0378899667030567,3090,RTX 3090,gpu_resident,single_configuration,0.0072134093990058,5.252712636590258,5.171004836572372,5.372674972845968,clear_GPU,0.0,1.0,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
energy_j,energy_opt,True,1024,INTEL,Intel CPU,8T,clear_leader,0.2641295251677852,3090,RTX 3090,gpu_resident,single_configuration,0.0399124833676061,6.617717137144087,6.508890276664638,6.729294604234208,clear_GPU,0.0,1.0,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
energy_j,energy_opt,True,2048,INTEL,Intel CPU,8T,clear_leader,2.109212522058824,3090,RTX 3090,gpu_resident,single_configuration,0.250474416854778,8.420870077448747,8.056951827443946,8.589541754033217,clear_GPU,0.0,1.0,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
energy_j,energy_opt,True,4096,AMD,AMD CPU,64T,clear_leader,14.10396963888889,3090,RTX 3090,gpu_resident,single_configuration,1.7184388888888886,8.207431599740076,8.102656817342293,8.495109824751642,clear_GPU,0.0,1.0,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
energy_j,energy_opt,True,8192,AMD,AMD CPU,64T,clear_leader,116.891187,3090,RTX 3090,gpu_resident,single_configuration,13.143166666666668,8.893685210312075,8.76411443844848,8.962231769895642,clear_GPU,0.0,1.0,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
energy_j,energy_opt,True,16384,AMD,AMD CPU,64T,clear_leader,954.040491,3090,RTX 3090,gpu_resident,single_configuration,103.623875,9.206763315886421,8.886626600288785,9.330216559649019,clear_GPU,0.0,1.0,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
runtime_s,runtime_opt,True,64,INTEL,Intel CPU,16T,tie_or_uncertain,2.2546644398164424e-06,3090,RTX 3090,gpu_resident,single_configuration,5.217029646225186e-06,0.4321739749836037,0.42806483672958584,0.48652206799970227,clear_CPU,1.0,-1.0,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
runtime_s,runtime_opt,True,128,INTEL,Intel CPU,10T,tie_or_uncertain,1.2571068788372388e-05,3090,RTX 3090,gpu_resident,single_configuration,5.161102740856931e-06,2.4357331019310675,2.3474804605176063,2.6143692035816746,clear_GPU,0.0,1.0,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
runtime_s,runtime_opt,True,256,INTEL,Intel CPU,8T,clear_leader,3.945221954115439e-05,3090,RTX 3090,gpu_resident,single_configuration,7.180509782803805e-06,5.494347996800488,5.421314612516497,5.561653068663617,clear_GPU,0.0,1.0,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
runtime_s,runtime_opt,True,512,INTEL,Intel CPU,16T,tie_or_uncertain,0.0002532285750188,3090,RTX 3090,gpu_resident,single_configuration,2.269167419792137e-05,11.159536877274421,10.910574659822988,13.110855562841309,clear_GPU,0.0,1.0,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
runtime_s,runtime_opt,True,1024,INTEL,Intel CPU,8T,clear_leader,0.0017181529605263,3090,RTX 3090,gpu_resident,single_configuration,0.0001209905795373,14.200716841732403,13.69277183133551,15.047354051949423,clear_GPU,0.0,1.0,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
runtime_s,runtime_opt,True,2048,AMD,AMD CPU,64T,tie_or_uncertain,0.0084523949579831,3090,RTX 3090,gpu_resident,single_configuration,0.0007522031602708,11.236851165235946,11.072916313764827,11.356385845226296,clear_GPU,0.0,1.0,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
runtime_s,runtime_opt,True,4096,AMD,AMD CPU,32T,clear_leader,0.0533719210526315,3090,RTX 3090,gpu_resident,single_configuration,0.0055513555555555,9.614214135360099,9.395290839875038,9.97951135268798,clear_GPU,0.0,1.0,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
runtime_s,runtime_opt,True,8192,AMD,AMD CPU,32T,tie_or_uncertain,0.4649546666666666,3090,RTX 3090,gpu_resident,single_configuration,0.0417390208333333,11.139568139925029,10.997135474248974,11.64613648399555,clear_GPU,0.0,1.0,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
runtime_s,runtime_opt,True,16384,AMD,AMD CPU,32T,clear_leader,3.638703,3090,RTX 3090,gpu_resident,single_configuration,0.33249425,10.943656920382834,10.735672872538398,11.040694348763349,clear_GPU,0.0,1.0,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
throughput_gflops,throughput_opt,False,64,INTEL,Intel CPU,16T,tie_or_uncertain,232.5348245802305,3090,RTX 3090,gpu_resident,single_configuration,100.4954994609532,2.313882968167945,2.0554052236755105,2.3360947085492874,clear_CPU,1.0,1.0,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
throughput_gflops,throughput_opt,False,128,INTEL,Intel CPU,10T,tie_or_uncertain,333.6473668714248,3090,RTX 3090,gpu_resident,single_configuration,812.6759358608685,0.41055401316638196,0.3825014457139429,0.4259886362502483,clear_GPU,0.0,-1.0,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
throughput_gflops,throughput_opt,False,256,INTEL,Intel CPU,8T,clear_leader,850.5080928336075,3090,RTX 3090,gpu_resident,single_configuration,4672.987436122935,0.18200521710352674,0.17980265716938815,0.18445710523629147,clear_GPU,0.0,-1.0,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
throughput_gflops,throughput_opt,False,512,INTEL,Intel CPU,16T,tie_or_uncertain,1060.0519944483792,3090,RTX 3090,gpu_resident,single_configuration,11829.689323874987,0.08960945342063673,0.07627267306904004,0.0916542007344849,clear_GPU,0.0,-1.0,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
throughput_gflops,throughput_opt,False,1024,INTEL,Intel CPU,8T,clear_leader,1249.8792001279028,3090,RTX 3090,gpu_resident,single_configuration,17749.18060738733,0.07041898033353125,0.06645686653930016,0.07303123226748942,clear_GPU,0.0,-1.0,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
throughput_gflops,throughput_opt,False,2048,AMD,AMD CPU,64T,tie_or_uncertain,2032.5445355311983,3090,RTX 3090,gpu_resident,single_configuration,22839.40043247769,0.08899290248621913,0.08805618386243494,0.09031044502313204,clear_GPU,0.0,-1.0,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
throughput_gflops,throughput_opt,False,4096,AMD,AMD CPU,32T,clear_leader,2575.117229459808,3090,RTX 3090,gpu_resident,single_configuration,24757.728467681816,0.10401266145322292,0.10020530711963668,0.10643630059389415,clear_GPU,0.0,-1.0,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
throughput_gflops,throughput_opt,False,8192,AMD,AMD CPU,32T,tie_or_uncertain,2364.771679051148,3090,RTX 3090,gpu_resident,single_configuration,26342.53525415518,0.08977008690452971,0.08586538560442154,0.09093277084215359,clear_GPU,0.0,-1.0,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
throughput_gflops,throughput_opt,False,16384,AMD,AMD CPU,32T,clear_leader,2417.370426277715,3090,RTX 3090,gpu_resident,single_configuration,26454.872594662917,0.09137713355555538,0.09057401359109343,0.09314739857228484,clear_GPU,0.0,-1.0,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
