"timestamp","host","gpu_name","matrix_size","mode","batches","seconds_target","seconds_gpu","seconds_wall","energy_j","avg_power_w","below_target","workload","impl","dtype","N","passes_kernel","passes_e2e","seconds_kernel","energy_kernel_j","avg_power_w_kernel","avg_power_w_e2e","bytes_total","bw_gb_s","time_mode","energy_mode","includes_transfer","device_name","driver_version","pcie_gen_current","pcie_width_current","pcie_rx_kbs","pcie_tx_kbs","clocks_sm_mhz","clocks_mem_mhz","temp_c","throttle_reasons","notes","rows","cols","nnz","op","sp_algo","num_rhs","backend","library","library_version","matrix_id","pattern","permuted","band_width","block_size","avg_nnz_per_row","std_nnz_per_row","kWh_e2e","energy_per_pass_j","kWh_per_pass","seconds_per_pass","gb_per_s_kernel","j_per_gb_kernel","M","K","flops_per_pass","joule_per_gflop","gflops","flops_per_watt","market_area","de_price_eur_kwh_run","de_eur_job","de_price_sync","de_eur_job_sync","fr_price_eur_kwh_run","fr_eur_job","fr_price_sync","fr_eur_job_sync","pl_price_eur_kwh_run","pl_eur_job","pl_price_sync","pl_eur_job_sync","price_eur_kwh_run","eur_job","price_sync","eur_job_sync"
"2024-09-15 16:12:33+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","1024","kernel","0","1.1","1.1188","1,1188","64,373","57.5","0","spmv","cusparse","fp32","1024","140888","140888","1.1188","64.373","57.5","57.5","7358298464","6.58","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","3","8","325","391","2925","9801","53","0","sweep;repeats=50;passes=140888;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=140888","1024","1024","4992","N","spmv_alg_default","0","cuda","cusparse","12102","synthetic:STENCIL_5PT_2D","STENCIL_5PT_2D","0","1","0","4.88","0.34","1,788138888888889e-05","0.0004569090341263983","1.2691917614622175e-10","7.941059565044575e-06","6.5769560815159105","8.748354027081227","1024","1024","","","","","DE","0,0197","3,522633611111111e-07","0,07830997222222223","1,400291067183642e-06","0,06148","1,0993477888888888e-06","0,09501313888888888","1,6989668860262344e-06","0,06148","1,0993477888888888e-06","0,09501313888888888","1,6989668860262344e-06","0,0197","3,522633611111111e-07","0,07830997222222223","1,400291067183642e-06"
"2024-09-15 16:12:34+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","1024","kernel","1","1.1","1.117","1,117","58,842","52.7","0","spmv","cusparse","fp32","1024","140888","140888","1.117","58.842","52.7","52.7","7358298464","6.59","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","3","8","361","392","2925","9801","53","0","sweep;repeats=50;passes=140888;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=140888","1024","1024","4992","N","spmv_alg_default","0","cuda","cusparse","12102","synthetic:STENCIL_5PT_2D","STENCIL_5PT_2D","0","1","0","4.88","0.34","1,6345e-05","0.00041765090000567826","1.1601413889046618e-10","7.928283459201635e-06","6.587554578334825","7.996685685947734","1024","1024","","","","","DE","0,0197","3,219965e-07","0,07830997222222223","1,2799764959722225e-06","0,06148","1,0048906e-06","0,09501313888888888","1,5529897551388886e-06","0,06148","1,0048906e-06","0,09501313888888888","1,5529897551388886e-06","0,0197","3,219965e-07","0,07830997222222223","1,2799764959722225e-06"
"2024-09-15 16:12:35+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","1024","kernel","2","1.1","1.1194","1,1194","59,493","53.1","0","spmv","cusparse","fp32","1024","140888","140888","1.1194","59.493","53.1","53.1","7358298464","6.57","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","3","8","319","397","2925","9801","53","0","sweep;repeats=50;passes=140888;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=140888","1024","1024","4992","N","spmv_alg_default","0","cuda","cusparse","12102","synthetic:STENCIL_5PT_2D","STENCIL_5PT_2D","0","1","0","4.88","0.34","1,6525833333333334e-05","0.0004222715916188746","1.172976643385763e-10","7.945318266992221e-06","6.57343082365553","8.085157226370425","1024","1024","","","","","DE","0,0197","3,2555891666666665e-07","0,07830997222222223","1,2941375492824075e-06","0,06148","1,0160082333333333e-06","0,09501313888888888","1,5701712977546295e-06","0,06148","1,0160082333333333e-06","0,09501313888888888","1,5701712977546295e-06","0,0197","3,2555891666666665e-07","0,07830997222222223","1,2941375492824075e-06"
"2024-09-15 16:12:36+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","1024","kernel","3","1.1","1.1188","1,1188","59,225","52.9","0","spmv","cusparse","fp32","1024","140888","140888","1.1188","59.225","52.9","52.9","7358298464","6.58","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","3","8","328","391","2925","9801","53","0","sweep;repeats=50;passes=140888;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=140888","1024","1024","4992","N","spmv_alg_default","0","cuda","cusparse","12102","synthetic:STENCIL_5PT_2D","STENCIL_5PT_2D","0","1","0","4.88","0.34","1,645138888888889e-05","0.00042036937141559254","1.167692698376646e-10","7.941059565044575e-06","6.5769560815159105","8.048735762724833","1024","1024","","","","","DE","0,0197","3,240923611111111e-07","0,07830997222222223","1,2883078069058644e-06","0,06148","1,011431388888889e-06","0,09501313888888888","1,5630980974151235e-06","0,06148","1,011431388888889e-06","0,09501313888888888","1,5630980974151235e-06","0,0197","3,240923611111111e-07","0,07830997222222223","1,2883078069058644e-06"
"2024-09-15 16:12:37+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","1024","kernel","4","1.1","1.119","1,119","59,433","53.1","0","spmv","cusparse","fp32","1024","140888","140888","1.119","59.433","53.1","53.1","7358298464","6.58","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","3","8","329","1140","2925","9801","53","0","sweep;repeats=50;passes=140888;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=140888","1024","1024","4992","N","spmv_alg_default","0","cuda","cusparse","12102","synthetic:STENCIL_5PT_2D","STENCIL_5PT_2D","0","1","0","4.88","0.34","1,6509166666666668e-05","0.0004218457214241099","1.1717936706225277e-10","7.942479132360456e-06","6.5757805755138525","8.077003167345293","1024","1024","","","","","DE","0,0197","3,2523058333333336e-07","0,07830997222222223","1,292832383078704e-06","0,06148","1,0149835666666667e-06","0,09501313888888888","1,5685877454398147e-06","0,06148","1,0149835666666667e-06","0,09501313888888888","1,5685877454398147e-06","0,0197","3,2523058333333336e-07","0,07830997222222223","1,292832383078704e-06"
"2024-09-15 16:12:38+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","1024","kernel","5","1.1","1.1199","1,1198","64,473","57.6","0","spmv","cusparse","fp32","1024","140888","140888","1.1199","64.473","57.6","57.6","7358298464","6.57","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","3","8","328","391","2925","9801","53","0","sweep;repeats=50;passes=140888;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=140888","1024","1024","4992","N","spmv_alg_default","0","cuda","cusparse","12102","synthetic:STENCIL_5PT_2D","STENCIL_5PT_2D","0","1","0","4.88","0.34","1,7909166666666668e-05","0.00045761881778433935","1.271163382734276e-10","7.948157401623984e-06","6.570495994285205","8.761944125456447","1024","1024","","","","","DE","0,0197","3,5281058333333334e-07","0,07830997222222223","1,402466344189815e-06","0,06148","1,1010555666666667e-06","0,09501313888888888","1,701606139884259e-06","0,06148","1,1010555666666667e-06","0,09501313888888888","1,701606139884259e-06","0,0197","3,5281058333333334e-07","0,07830997222222223","1,402466344189815e-06"
"2024-09-15 16:12:40+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","1024","kernel","6","1.1","1.1187","1,1187","58,886","52.6","0","spmv","cusparse","fp32","1024","140888","140888","1.1187","58.886","52.6","52.6","7358298464","6.58","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","3","8","361","391","2925","9801","53","0","sweep;repeats=50;passes=140888;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=140888","1024","1024","4992","N","spmv_alg_default","0","cuda","cusparse","12102","synthetic:STENCIL_5PT_2D","STENCIL_5PT_2D","0","1","0","4.88","0.34","1,6357222222222224e-05","0.00041796320481517235","1.1610089022643677e-10","7.940349781386633e-06","6.577543992133726","8.002665329232832","1024","1024","","","","","DE","0,0197","3,222372777777778e-07","0,07830997222222223","1,2809336178549387e-06","0,06148","1,0056420222222224e-06","0,09501313888888888","1,5541510268364197e-06","0,06148","1,0056420222222224e-06","0,09501313888888888","1,5541510268364197e-06","0,0197","3,222372777777778e-07","0,07830997222222223","1,2809336178549387e-06"
"2024-09-15 16:12:41+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","1024","kernel","7","1.1","1.1178","1,1178","59,242","53.0","0","spmv","cusparse","fp32","1024","140888","140888","1.1178","59.242","53.0","53.0","7358298464","6.58","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","3","8","329","391","2925","9801","53","0","sweep;repeats=50;passes=140888;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=140888","1024","1024","4992","N","spmv_alg_default","0","cuda","cusparse","12102","synthetic:STENCIL_5PT_2D","STENCIL_5PT_2D","0","1","0","4.88","0.34","1,645611111111111e-05","0.00042049003463744247","1.1680278739928958e-10","7.933961728465162e-06","6.582839921273932","8.05104607944862","1024","1024","","","","","DE","0,0197","3,241853888888888e-07","0,07830997222222223","1,2886776039969135e-06","0,06148","1,0117217111111109e-06","0,09501313888888888","1,5635467705709872e-06","0,06148","1,0117217111111109e-06","0,09501313888888888","1,5635467705709872e-06","0,0197","3,241853888888888e-07","0,07830997222222223","1,2886776039969135e-06"
"2024-09-15 16:12:42+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","1024","kernel","8","1.1","1.1174","1,1174","58,893","52.7","0","spmv","cusparse","fp32","1024","140888","140888","1.1174","58.893","52.7","52.7","7358298464","6.59","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","3","8","328","384","2925","9801","53","0","sweep;repeats=50;passes=140888;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=140888","1024","1024","4992","N","spmv_alg_default","0","cuda","cusparse","12102","synthetic:STENCIL_5PT_2D","STENCIL_5PT_2D","0","1","0","4.88","0.34","1,6359166666666667e-05","0.00041801288967122823","1.1611469157534117e-10","7.9311225938334e-06","6.585196405942367","8.003616636119098","1024","1024","","","","","DE","0,0197","3,222755833333333e-07","0,07830997222222223","1,2810858872453707e-06","0,06148","1,0057615666666667e-06","0,09501313888888888","1,5543357746064814e-06","0,06148","1,0057615666666667e-06","0,09501313888888888","1,5543357746064814e-06","0,0197","3,222755833333333e-07","0,07830997222222223","1,2810858872453707e-06"
"2024-09-15 16:12:43+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","1024","kernel","9","1.1","1.1172","1,1172","59,081","52.9","0","spmv","cusparse","fp32","1024","140888","140888","1.1172","59.081","52.9","52.9","7358298464","6.59","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","3","8","328","1118","2925","9801","52","0","sweep;repeats=50;passes=140888;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=140888","1024","1024","4992","N","spmv_alg_default","0","cuda","cusparse","12102","synthetic:STENCIL_5PT_2D","STENCIL_5PT_2D","0","1","0","4.88","0.34","1,641138888888889e-05","0.0004193472829481574","1.1648535637448817e-10","7.929703026517518e-06","6.586375281059793","8.029166021064514","1024","1024","","","","","DE","0,0197","3,233043611111111e-07","0,07830997222222223","1,2851754080169757e-06","0,06148","1,008972188888889e-06","0,09501313888888888","1,559297571859568e-06","0,06148","1,008972188888889e-06","0,09501313888888888","1,559297571859568e-06","0,0197","3,233043611111111e-07","0,07830997222222223","1,2851754080169757e-06"
