"timestamp","host","cpu_model","backend","library","library_version","impl","workload","dtype","pattern","nrows","ncols","nnz","num_threads","batches","seconds_target","passes_e2e","seconds_kernel","energy_j","avg_power_w","below_target","bytes_total","bw_gb_s","temp_c","time_mode","energy_mode","omp_proc_bind","omp_places","energy_domain","numa_policy","notes","seconds_wall","kWh_e2e","energy_per_pass_j","kWh_per_pass","seconds_per_pass","M","K","N","flops_per_pass","joule_per_gflop","gflops","flops_per_watt","gb_per_s_kernel","j_per_gb_kernel","market_area","de_price_eur_kwh_run","de_eur_job","de_price_sync","de_eur_job_sync","fr_price_eur_kwh_run","fr_eur_job","fr_price_sync","fr_eur_job_sync","pl_price_eur_kwh_run","pl_eur_job","pl_price_sync","pl_eur_job_sync","price_eur_kwh_run","eur_job","price_sync","eur_job_sync","de_ci_g_per_kwh","de_co2_job_kg","fr_ci_g_per_kwh","fr_co2_job_kg","pl_ci_g_per_kwh","pl_co2_job_kg","de_co2_per_pass_kg","de_co2_job_from_passes_kg","fr_co2_per_pass_kg","fr_co2_job_from_passes_kg","pl_co2_per_pass_kg","pl_co2_job_from_passes_kg"
"2024-09-15 22:15:54+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","8","0","1","350275","0.9519","67,916","71.4","0","19728889100","20.73","62","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","0,9519","1,8865555555555555e-05","0.00019389336949539646","5,3859269304276786e-11","2.717579045036043e-06","","","","","","","","20.725800084042444","3.442464482199355","DE","0,10711","2,020689655555556e-06","0,0783099722222222","1,4773611315123454e-06","0,06074","1,1458938444444446e-06","0,0518570416666666","9,78311900509258e-07","0,10712","2,020878311111111e-06","0,0950131388888888","1,7924756502160478e-06","0,10711","2,020689655555556e-06","0,0783099722222222","1,4773611315123454e-06","385,82","7,278708644444444e-06","17,88","3,373161333333333e-07","742,24","1,4002769955555555e-05","2,077998328297607e-11","0,0","9,630037351604688e-13","0,0","3,99765040484064e-11","0,0"
"2024-09-15 22:15:55+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","8","1","1","350275","0.9534","66,443","69.7","0","19728889100","20.69","62","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","0,9534","1,845638888888889e-05","0.00018968810220541002","5,2691139501502783e-11","2.721861394618514e-06","","","","","","","","20.693191839731487","3.3678023969428668","DE","0,10711","1,976863813888889e-06","0,0783099722222222","1,4453193012114194e-06","0,06074","1,1210410611111112e-06","0,0518570416666666","9,570937276273136e-07","0,10712","1,9770483777777778e-06","0,0950131388888888","1,7535994408873442e-06","0,10711","1,976863813888889e-06","0,0783099722222222","1,4453193012114194e-06","385,82","7,120843961111111e-06","17,88","3,300002333333333e-07","742,24","1,369907008888889e-05","2,0329295442469805e-11","2,0329295442469805e-11","9,421175742868698e-13","9,421175742868698e-13","3,9109471383595425e-11","3,9109471383595425e-11"
"2024-09-15 22:15:56+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","8","2","1","350275","0.9522","66,875","70.2","0","19728889100","20.72","62","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","0,9522","1,8576388888888888e-05","0.00019092141888516165","5,303372746810046e-11","2.7184355149525372e-06","","","","","","","","20.7192702163411","3.3896992203174787","DE","0,10711","1,9897170138888886e-06","0,0783099722222222","1,454716497878086e-06","0,06074","1,128329861111111e-06","0,0518570416666666","9,633165726273136e-07","0,10712","1,989902777777778e-06","0,0950131388888888","1,7650010175540108e-06","0,10711","1,9897170138888886e-06","0,0783099722222222","1,454716497878086e-06","385,82","7,1671423611111114e-06","17,88","3,3214583333333334e-07","742,24","1,3788138888888887e-05","2,0461472731742516e-11","4,092294546348503e-11","9,482430471296362e-13","1,8964860942592723e-12","3,9363753875922885e-11","7,872750775184577e-11"
"2024-09-15 22:15:57+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","8","3","1","350275","0.9525","66,158","69.5","0","19728889100","20.71","62","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","0,9525","1,8377222222222225e-05","0.00018887445578474055","5,2465126606872377e-11","2.7192919848690313e-06","","","","","","","","20.712744461942258","3.353356575966561","DE","0,10711","1,9683842722222227e-06","0,0783099722222222","1,439119761743827e-06","0,06074","1,116232477777778e-06","0,0518570416666666","9,529883784953692e-07","0,10712","1,9685680444444448e-06","0,0950131388888888","1,7460775673919742e-06","0,10711","1,9683842722222227e-06","0,0783099722222222","1,439119761743827e-06","385,82","7,090299877777779e-06","17,88","3,2858473333333336e-07","742,24","1,3640309422222224e-05","2,02420951474635e-11","6,07262854423905e-11","9,38076463730878e-13","2,814229391192634e-12","3,8941715572684957e-11","1,1682514671805486e-10"
"2024-09-15 22:15:58+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","8","4","1","350275","0.9533","65,189","68.4","0","19728889100","20.7","62","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","0,9533","1,8108055555555555e-05","0.00018610805795446432","5,169668276512898e-11","2.7215759046463494e-06","","","","","","","","20.6953625301584","3.304240784647119","DE","0,10711","1,9395538305555554e-06","0,0783099722222222","1,418041327554012e-06","0,06074","1,0998832944444443e-06","0,0518570416666666","9,39030191446758e-07","0,10712","1,939734911111111e-06","0,0950131388888888","1,7205031975077144e-06","0,10711","1,9395538305555554e-06","0,0783099722222222","1,418041327554012e-06","385,82","6,986449994444444e-06","17,88","3,2377203333333326e-07","742,24","1,3440523155555555e-05","1,9945614144442063e-11","7,978245657776825e-11","9,24336687840506e-13","3,697346751362024e-12","3,837134581558933e-11","1,5348538326235732e-10"
"2024-09-15 22:15:59+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","8","5","1","350275","0.9536","65,183","68.4","0","19728889100","20.69","62","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","0,9536","1,810638888888889e-05","0.0001860909285561345","5,1691924598926246e-11","2.7224323745628435e-06","","","","","","","","20.68885182466443","3.30393666210025","DE","0,10711","1,939375313888889e-06","0,0783099722222222","1,417910810933642e-06","0,06074","1,0997820611111111e-06","0,0518570416666666","9,389437630439804e-07","0,10712","1,9395563777777783e-06","0,0950131388888888","1,7203448422762332e-06","0,10711","1,939375313888889e-06","0,0783099722222222","1,417910810933642e-06","385,82","6,9858069611111115e-06","17,88","3,2374223333333337e-07","742,24","1,3439286088888891e-05","1,9943778348757726e-11","9,971889174378864e-11","9,242516118288012e-13","4,621258059144006e-12","3,836781411430702e-11","1,918390705715351e-10"
"2024-09-15 22:16:00+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","8","6","1","350275","0.9426","64,463","68.4","1","19728889100","20.93","61","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","0,9426","1,7906388888888886e-05","0.0001840354007565484","5,112094465459678e-11","2.6910284776247232e-06","","","","","","","","20.93028760874178","3.267441956475897","DE","0,10711","1,9179533138888887e-06","0,0783099722222222","1,402248816489197e-06","0,06074","1,087634061111111e-06","0,0518570416666666","9,285723547106469e-07","0,10712","1,9181323777777778e-06","0,0950131388888888","1,7013422144984551e-06","0,10711","1,9179533138888887e-06","0,0783099722222222","1,402248816489197e-06","385,82","6,90864296111111e-06","17,88","3,201662333333333e-07","742,24","1,3290838088888887e-05","1,9723482866636528e-11","1,1834089719981917e-10","9,140424904241903e-13","5,484254942545142e-12","3,7944009960427914e-11","2,2766405976256748e-10"
"2024-09-15 22:16:01+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","8","7","1","350275","0.9318","63,728","68.4","1","19728889100","21.17","61","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","0,9318","1,7702222222222223e-05","0.00018193704946113768","5,0538069294760464e-11","2.6601955606309328e-06","","","","","","","","21.172879480575233","3.2301869444843705","DE","0,10711","1,8960850222222223e-06","0,0783099722222222","1,386260530493827e-06","0,06074","1,0752329777777778e-06","0,0518570416666666","9,179848753703692e-07","0,10712","1,8962620444444449e-06","0,0950131388888888","1,681943698641974e-06","0,10711","1,8960850222222223e-06","0,0783099722222222","1,386260530493827e-06","385,82","6,829871377777778e-06","17,88","3,165157333333333e-07","742,24","1,3139297422222222e-05","1,9498597895304482e-11","1,3649018526713137e-10","9,036206789903171e-13","6,32534475293222e-12","3,751137655334301e-11","2,6257963587340105e-10"
"2024-09-15 22:16:02+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","8","8","1","350275","0.9322","63,759","68.4","1","19728889100","21.16","60","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","0,9322","1,7710833333333333e-05","0.00018202555135250875","5,0562653153474656e-11","2.661337520519592e-06","","","","","","","","21.163794357434025","3.2317582443098636","DE","0,10711","1,897007358333333e-06","0,0783099722222222","1,3869348663657404e-06","0,06074","1,0757560166666666e-06","0,0518570416666666","9,184314221180544e-07","0,10712","1,8971844666666668e-06","0,0950131388888888","1,6827618673379616e-06","0,10711","1,897007358333333e-06","0,0783099722222222","1,3869348663657404e-06","385,82","6,833193716666666e-06","17,88","3,1666969999999996e-07","742,24","1,3145688933333333e-05","1,9508082839673593e-11","1,5606466271738874e-10","9,040602383841267e-13","7,232481907073014e-12","3,752962367663503e-11","3,002369894130802e-10"
"2024-09-15 22:16:02+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","8","9","1","350275","0.9328","64,888","69.6","1","19728889100","21.15","60","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","0,9328","1,8024444444444445e-05","0.00018524873313824854","5,1457981427291254e-11","2.66305046035258e-06","","","","","","","","21.150181282161235","3.2889839702124943","DE","0,10711","1,9305982444444443e-06","0,0783099722222222","1,411493743765432e-06","0,06074","1,0948047555555556e-06","0,0518570416666666","9,34694366574073e-07","0,10712","1,930778488888889e-06","0,0950131388888888","1,7125590433950603e-06","0,10711","1,9305982444444443e-06","0,0783099722222222","1,411493743765432e-06","385,82","6,954191155555556e-06","17,88","3,2227706666666665e-07","742,24","1,3378463644444446e-05","1,985351839427751e-11","1,786816655484976e-10","9,200687079199676e-13","8,280618371279709e-12","3,819417213459266e-11","3,4374754921133397e-10"
