timestamp,host,cpu_model,backend,library,library_version,impl,workload,dtype,pattern,nrows,ncols,nnz,num_threads,batches,seconds_target,passes_e2e,seconds_kernel,energy_j,avg_power_w,below_target,bytes_total,bw_gb_s,temp_c,time_mode,energy_mode,omp_proc_bind,omp_places,energy_domain,numa_policy,notes,seconds_wall,kWh_e2e,energy_per_pass_j,kWh_per_pass,seconds_per_pass,M,K,N,flops_per_pass,joule_per_gflop,gflops,flops_per_watt,gb_per_s_kernel,j_per_gb_kernel
2025-10-15T22:15:54,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,8,0,1,350275,0.9519,67.916,71.4,0,19728889100,20.73,62,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;,0.9519,1.8865555555555555e-05,0.00019389336949539646,5.385926930427679e-11,2.717579045036043e-06,,,,,,,,20.725800084042444,3.442464482199355
2025-10-15T22:15:55,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,8,1,1,350275,0.9534,66.443,69.7,0,19728889100,20.69,62,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;,0.9534,1.845638888888889e-05,0.00018968810220541002,5.2691139501502783e-11,2.721861394618514e-06,,,,,,,,20.693191839731487,3.3678023969428668
2025-10-15T22:15:56,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,8,2,1,350275,0.9522,66.875,70.2,0,19728889100,20.72,62,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;,0.9522,1.8576388888888888e-05,0.00019092141888516165,5.303372746810046e-11,2.7184355149525372e-06,,,,,,,,20.7192702163411,3.3896992203174787
2025-10-15T22:15:57,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,8,3,1,350275,0.9525,66.158,69.5,0,19728889100,20.71,62,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;,0.9525,1.8377222222222222e-05,0.00018887445578474055,5.2465126606872377e-11,2.7192919848690313e-06,,,,,,,,20.712744461942258,3.353356575966561
2025-10-15T22:15:58,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,8,4,1,350275,0.9533,65.189,68.4,0,19728889100,20.7,62,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;,0.9533,1.8108055555555555e-05,0.00018610805795446432,5.169668276512898e-11,2.7215759046463494e-06,,,,,,,,20.6953625301584,3.304240784647119
2025-10-15T22:15:59,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,8,5,1,350275,0.9536,65.183,68.4,0,19728889100,20.69,62,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;,0.9536,1.810638888888889e-05,0.0001860909285561345,5.1691924598926246e-11,2.7224323745628435e-06,,,,,,,,20.68885182466443,3.30393666210025
2025-10-15T22:16:00,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,8,6,1,350275,0.9426,64.463,68.4,1,19728889100,20.93,61,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;,0.9426,1.7906388888888886e-05,0.0001840354007565484,5.112094465459678e-11,2.6910284776247232e-06,,,,,,,,20.93028760874178,3.267441956475897
2025-10-15T22:16:01,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,8,7,1,350275,0.9318,63.728,68.4,1,19728889100,21.17,61,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;,0.9318,1.7702222222222223e-05,0.00018193704946113768,5.0538069294760464e-11,2.6601955606309328e-06,,,,,,,,21.172879480575233,3.2301869444843705
2025-10-15T22:16:02,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,8,8,1,350275,0.9322,63.759,68.4,1,19728889100,21.16,60,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;,0.9322,1.7710833333333333e-05,0.00018202555135250875,5.0562653153474656e-11,2.661337520519592e-06,,,,,,,,21.163794357434025,3.2317582443098636
2025-10-15T22:16:02,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,8,9,1,350275,0.9328,64.888,69.6,1,19728889100,21.15,60,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;,0.9328,1.8024444444444445e-05,0.00018524873313824854,5.145798142729126e-11,2.66305046035258e-06,,,,,,,,21.150181282161235,3.2889839702124943
