timestamp,host,cpu_model,backend,library,library_version,impl,workload,dtype,pattern,nrows,ncols,nnz,num_threads,batches,seconds_target,passes_e2e,seconds_kernel,energy_j,avg_power_w,below_target,bytes_total,bw_gb_s,temp_c,time_mode,energy_mode,omp_proc_bind,omp_places,energy_domain,numa_policy,notes,seconds_wall,kWh_e2e,energy_per_pass_j,kWh_per_pass,seconds_per_pass,M,K,N,flops_per_pass,joule_per_gflop,gflops,flops_per_watt,gb_per_s_kernel,j_per_gb_kernel
2025-10-15T21:32:15,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,4,0,1,368401,1.0118,51.697,51.1,0,20749817924,20.51,55,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401,1.0118,1.436027777777778e-05,0.00014032806642761558,3.898001845211544e-11,2.746463771813866e-06,,,,,,,,20.507825582130856,2.4914435485337614
2025-10-15T21:32:16,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,4,1,1,368401,1.0205,51.93,50.9,0,20749817924,20.33,56,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401,1.0205,1.4425e-05,0.00014096052942310145,3.915570261752818e-11,2.7700793428899485e-06,,,,,,,,20.332991596276337,2.5026725627281703
2025-10-15T21:32:17,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,4,2,1,368401,1.0072,51.471,51.1,0,20749817924,20.6,56,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401,1.0072,1.4297499999999998e-05,0.0001397146044663288,3.8809612351758e-11,2.7339773779115696e-06,,,,,,,,20.60148721604448,2.480551886697124
2025-10-15T21:32:18,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,4,3,1,368401,1.0078,51.655,51.3,0,20749817924,20.59,57,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401,1.0078,1.434861111111111e-05,0.0001402140602224207,3.8948350061783525e-11,2.735606037985782e-06,,,,,,,,20.58922199245882,2.4894194343871296
2025-10-15T21:32:19,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,4,4,1,368401,1.0082,51.586,51.2,0,20749817924,20.58,55,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401,1.0082,1.4329444444444444e-05,0.00014002676431388623,3.8896323420523954e-11,2.7366918113685902e-06,,,,,,,,20.581053287046224,2.4860941040033775
2025-10-15T21:32:20,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,4,5,1,368401,1.0096,51.671,51.2,0,20749817924,20.55,56,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401,1.0096,1.4353055555555556e-05,0.00014025749115773302,3.8960414210481393e-11,2.7404920182084196e-06,,,,,,,,20.55251379160063,2.4901905254906085
2025-10-15T21:32:21,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,4,6,1,368401,1.0065,51.512,51.2,0,20749817924,20.62,56,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401,1.0065,1.4308888888888889e-05,0.00013982589623806667,3.88405267327963e-11,2.7320772744916543e-06,,,,,,,,20.61581512568306,2.4825278076497885
2025-10-15T21:32:22,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,4,7,1,368401,1.0073,51.792,51.4,0,20749817924,20.6,56,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401,1.0073,1.4386666666666667e-05,0.00014058593760603256,3.9051649335009045e-11,2.7342488212572714e-06,,,,,,,,20.599441997418843,2.4960219019606664
2025-10-15T21:32:23,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,4,8,1,368401,1.0079,51.767,51.4,0,20749817924,20.59,55,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401,1.0079,1.4379722222222223e-05,0.00014051807676960704,3.9032799102668624e-11,2.735877481331484e-06,,,,,,,,20.58717920825479,2.494817072111481
2025-10-15T21:32:24,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,4,9,1,368401,1.0165,52.362,51.5,0,20749817924,20.41,56,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401,1.0165,1.4545e-05,0.00014213316467653455,3.948143463237071e-11,2.7592216090618644e-06,,,,,,,,20.413003368421055,2.5234920225220963
2025-10-15T21:32:25,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,4,10,1,368401,1.0087,51.894,51.4,0,20749817924,20.57,56,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401,1.0087,1.4415e-05,0.0001408628098186487,3.912855828295797e-11,2.7380490280971003e-06,,,,,,,,20.570851515812436,2.5009376077453433
2025-10-15T21:32:26,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,4,11,1,368401,1.0215,52.424,51.3,0,20749817924,20.31,56,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401,1.0215,1.4562222222222222e-05,0.00014230145955086983,3.952818320857495e-11,2.77279377634697e-06,,,,,,,,20.3130865628977,2.526480000548076
2025-10-15T21:32:27,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,4,12,1,368401,1.0245,52.279,51.0,0,20749817924,20.25,56,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401,1.0245,1.4521944444444445e-05,0.0001419078666996018,3.94188518610005e-11,2.7809370767180325e-06,,,,,,,,20.25360461102977,2.5194919874228003
2025-10-15T21:32:28,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,4,13,1,368401,1.03,52.674,51.1,0,20749817924,20.15,56,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401,1.03,1.4631666666666666e-05,0.0001429800679151251,3.971668553197919e-11,2.7958664607316485e-06,,,,,,,,20.14545429514563,2.5385282990399314
2025-10-15T21:32:29,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,4,14,1,368401,1.0256,52.408,51.1,0,20749817924,20.23,56,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401,1.0256,1.4557777777777779e-05,0.00014225802861555752,3.951611905987709e-11,2.783922953520756e-06,,,,,,,,20.231881751170043,2.5257089094445977
2025-10-15T21:32:30,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,4,15,1,368401,1.0282,52.695,51.2,0,20749817924,20.18,56,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401,1.0282,1.46375e-05,0.00014303707101772254,3.973251972714515e-11,2.7909804805090104e-06,,,,,,,,20.180721575568956,2.5395403561132475
2025-10-15T21:32:31,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,4,16,1,368401,1.0267,52.971,51.6,0,20749817924,20.21,56,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401,1.0267,1.4714166666666665e-05,0.00014378625465186033,3.9940626292183424e-11,2.786908830323479e-06,,,,,,,,20.210205438784456,2.552841677648255
2025-10-15T21:32:32,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,4,17,1,368401,1.0213,52.695,51.6,0,20749817924,20.32,56,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401,1.0213,1.46375e-05,0.00014303707101772254,3.973251972714515e-11,2.772250889655566e-06,,,,,,,,20.31706445118966,2.5395403561132475
2025-10-15T21:32:33,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,4,18,1,368401,1.0266,52.84,51.5,0,20749817924,20.21,56,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401,1.0266,1.467777777777778e-05,0.0001434306638689906,3.984185107471961e-11,2.7866373869777767e-06,,,,,,,,20.212174093122933,2.5465283692385237
2025-10-15T21:32:34,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,4,19,1,368401,1.0264,52.658,51.3,0,20749817924,20.22,56,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401,1.0264,1.4627222222222222e-05,0.00014293663697981276,3.9704621383281324e-11,2.7860945002863728e-06,,,,,,,,20.21611255261107,2.537757207936453
2025-10-15T21:32:35,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,cpu,OpenMP,native-omp,omp,spmv,fp32,STENCIL_5PT_2D,1024,1024,4992,4,20,1,368401,1.0244,52.484,51.2,0,20749817924,20.26,56,kernel,kernel,spread,cores,rapl_pkg,first_touch,byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401,1.0244,1.457888888888889e-05,0.0001424643255582911,3.957342376619197e-11,2.7806656333723308e-06,,,,,,,,20.25558172979305,2.5293715921861217
