"timestamp","host","cpu_model","backend","library","library_version","impl","workload","dtype","pattern","nrows","ncols","nnz","num_threads","batches","seconds_target","passes_e2e","seconds_kernel","energy_j","avg_power_w","below_target","bytes_total","bw_gb_s","temp_c","time_mode","energy_mode","omp_proc_bind","omp_places","energy_domain","numa_policy","notes","seconds_wall","kWh_e2e","energy_per_pass_j","kWh_per_pass","seconds_per_pass","M","K","N","flops_per_pass","joule_per_gflop","gflops","flops_per_watt","gb_per_s_kernel","j_per_gb_kernel","market_area","de_price_eur_kwh_run","de_eur_job","de_price_sync","de_eur_job_sync","fr_price_eur_kwh_run","fr_eur_job","fr_price_sync","fr_eur_job_sync","pl_price_eur_kwh_run","pl_eur_job","pl_price_sync","pl_eur_job_sync","price_eur_kwh_run","eur_job","price_sync","eur_job_sync"
"2024-09-15 21:32:15+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","4","0","1","368401","1.0118","51,697","51.1","0","20749817924","20.51","55","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401","1,0118","1,436027777777778e-05","0.00014032806642761558","3.898001845211544e-11","2.746463771813866e-06","","","","","","","","20.507825582130856","2.4914435485337614","DE","0,11268","1,6181161000000002e-06","0,0783099722222222","1,1245529538811727e-06","0,06439","9,246582861111112e-07","0,0518570416666666","7,446815230671288e-07","0,11214","1,6103615500000001e-06","0,0950131388888888","1,3644150669830237e-06","0,11268","1,6181161000000002e-06","0,0783099722222222","1,1245529538811727e-06"
"2024-09-15 21:32:16+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","4","1","1","368401","1.0205","51,93","50.9","0","20749817924","20.33","56","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401","1,0205","1,4425e-05","0.00014096052942310145","3.915570261752818e-11","2.7700793428899485e-06","","","","","","","","20.332991596276337","2.5026725627281703","DE","0,11268","1,625409e-06","0,0783099722222222","1,1296213493055553e-06","0,06439","9,2882575e-07","0,0518570416666666","7,480378260416657e-07","0,11214","1,6176195e-06","0,0950131388888888","1,370564528472221e-06","0,11268","1,625409e-06","0,0783099722222222","1,1296213493055553e-06"
"2024-09-15 21:32:17+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","4","2","1","368401","1.0072","51,471","51.1","0","20749817924","20.6","56","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401","1,0072","1,4297499999999998e-05","0.0001397146044663288","3.8809612351758e-11","2.7339773779115696e-06","","","","","","","","20.60148721604448","2.480551886697124","DE","0,11268","1,6110422999999998e-06","0,0783099722222222","1,1196368278472217e-06","0,06439","9,206160249999999e-07","0,0518570416666666","7,414260532291657e-07","0,11214","1,60332165e-06","0,0950131388888888","1,3584503532638876e-06","0,11268","1,6110422999999998e-06","0,0783099722222222","1,1196368278472217e-06"
"2024-09-15 21:32:18+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","4","3","1","368401","1.0078","51,655","51.3","0","20749817924","20.59","57","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401","1,0078","1,434861111111111e-05","0.0001402140602224207","3.8948350061783525e-11","2.735606037985782e-06","","","","","","","","20.58922199245882","2.4894194343871296","DE","0,11268","1,6168015e-06","0,0783099722222222","1,12363933753858e-06","0,06439","9,239070694444444e-07","0,0518570416666666","7,440765242476843e-07","0,11214","1,60905325e-06","0,0950131388888888","1,363306580362653e-06","0,11268","1,6168015e-06","0,0783099722222222","1,12363933753858e-06"
"2024-09-15 21:32:19+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","4","4","1","368401","1.0082","51,586","51.2","0","20749817924","20.58","55","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401","1,0082","1,4329444444444444e-05","0.00014002676431388623","3.8896323420523954e-11","2.7366918113685902e-06","","","","","","","","20.581053287046224","2.4860941040033775","DE","0,11268","1,6146418e-06","0,0783099722222222","1,1221383964043208e-06","0,06439","9,226729277777779e-07","0,0518570416666666","7,430825976157398e-07","0,11214","1,6069039e-06","0,0950131388888888","1,3614854952006162e-06","0,11268","1,6146418e-06","0,0783099722222222","1,1221383964043208e-06"
"2024-09-15 21:32:20+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","4","5","1","368401","1.0096","51,671","51.2","0","20749817924","20.55","56","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401","1,0096","1,4353055555555556e-05","0.00014025749115773302","3.8960414210481393e-11","2.7404920182084196e-06","","","","","","","","20.55251379160063","2.4901905254906085","DE","0,11268","1,6173023e-06","0,0783099722222222","1,1239873818595676e-06","0,06439","9,241932472222223e-07","0,0518570416666666","7,443069999884251e-07","0,11214","1,6095516500000002e-06","0,0950131388888888","1,3637288609799371e-06","0,11268","1,6173023e-06","0,0783099722222222","1,1239873818595676e-06"
"2024-09-15 21:32:21+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","4","6","1","368401","1.0065","51,512","51.2","0","20749817924","20.62","56","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401","1,0065","1,4308888888888887e-05","0.00013982589623806667","3.88405267327963e-11","2.7320772744916543e-06","","","","","","","","20.61581512568306","2.4825278076497885","DE","0,11268","1,6123256e-06","0,0783099722222222","1,1205286914197528e-06","0,06439","9,213493555555555e-07","0,0518570416666666","7,420166473148139e-07","0,11214","1,6045988e-06","0,0950131388888888","1,3595324473456777e-06","0,11268","1,6123256e-06","0,0783099722222222","1,1205286914197528e-06"
"2024-09-15 21:32:22+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","4","7","1","368401","1.0073","51,792","51.4","0","20749817924","20.6","56","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401","1,0073","1,4386666666666667e-05","0.00014058593760603256","3.9051649335009045e-11","2.7342488212572714e-06","","","","","","","","20.599441997418843","2.4960219019606664","DE","0,11268","1,6210896e-06","0,0783099722222222","1,1266194670370369e-06","0,06439","9,263574666666667e-07","0,0518570416666666","7,460499727777769e-07","0,11214","1,6133208000000001e-06","0,0950131388888888","1,3669223581481471e-06","0,11268","1,6210896e-06","0,0783099722222222","1,1266194670370369e-06"
"2024-09-15 21:32:23+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","4","8","1","368401","1.0079","51,767","51.4","0","20749817924","20.59","55","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401","1,0079","1,4379722222222223e-05","0.00014051807676960704","3.9032799102668624e-11","2.735877481331484e-06","","","","","","","","20.58717920825479","2.494817072111481","DE","0,11268","1,6203071e-06","0,0783099722222222","1,1260756477854936e-06","0,06439","9,25910313888889e-07","0,0518570416666666","7,456898544328696e-07","0,11214","1,61254205e-06","0,0950131388888888","1,366262544683641e-06","0,11268","1,6203071e-06","0,0783099722222222","1,1260756477854936e-06"
"2024-09-15 21:32:24+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","4","9","1","368401","1.0165","52,362","51.5","0","20749817924","20.41","56","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=368401","1,0165","1,4545e-05","0.00014213316467653455","3.948143463237071e-11","2.7592216090618644e-06","","","","","","","","20.413003368421055","2.5234920225220963","DE","0,11268","1,6389306000000001e-06","0,0783099722222222","1,139018545972222e-06","0,06439","9,365525500000001e-07","0,0518570416666666","7,542606710416657e-07","0,11214","1,6310763000000001e-06","0,0950131388888888","1,3819661051388878e-06","0,11268","1,6389306000000001e-06","0,0783099722222222","1,139018545972222e-06"
