"timestamp","host","gpu_name","matrix_size","mode","batches","seconds_target","seconds_gpu","seconds_wall","energy_j","avg_power_w","below_target","workload","impl","dtype","N","passes_kernel","passes_e2e","seconds_kernel","energy_kernel_j","avg_power_w_kernel","avg_power_w_e2e","bytes_total","bw_gb_s","time_mode","energy_mode","includes_transfer","device_name","driver_version","pcie_gen_current","pcie_width_current","pcie_rx_kbs","pcie_tx_kbs","clocks_sm_mhz","clocks_mem_mhz","temp_c","throttle_reasons","notes","kWh_e2e","energy_per_pass_j","kWh_per_pass","seconds_per_pass","gb_per_s_kernel","j_per_gb_kernel","M","K","flops_per_pass","joule_per_gflop","gflops","flops_per_watt","market_area","de_price_eur_kwh_run","de_eur_job","de_price_sync","de_eur_job_sync","fr_price_eur_kwh_run","fr_eur_job","fr_price_sync","fr_eur_job_sync","pl_price_eur_kwh_run","pl_eur_job","pl_price_sync","pl_eur_job_sync","price_eur_kwh_run","eur_job","price_sync","eur_job_sync"
"2024-09-13 17:29:48+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","0","kernel","0","1.1","0.7524","0,7524","81,683","108.6","1","stream_triad","cuda","fp32","0","73507","73507","0.7524","81.683","108.6","108.6","924932112384","1229.38","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","0","0","0","0","2902","9801","59","0","sweep;repeats=50;passes=73507;grid=640;block=256;dtype=fp32","2,26897222222222e-05","0.0011112275021426532","3.08674306150737e-10","1.0235759859605207e-05","1229.3090276236044","0.08831242737314329","0","0","","","","","DE","0,07985","1,811774319444443e-06","0,07830997222222223","1,7768315169521591e-06","0,12448","2,8244166222222195e-06","0,09501313888888888","2,1558217288503065e-06","0,12448","2,8244166222222195e-06","0,09501313888888888","2,1558217288503065e-06","0,07985","1,811774319444443e-06","0,07830997222222223","1,7768315169521591e-06"
"2024-09-13 17:29:49+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","0","kernel","1","1.1","0.7524","0,7524","76,11","101.2","1","stream_triad","cuda","fp32","0","73507","73507","0.7524","76.11","101.2","101.2","924932112384","1229.39","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","0","0","0","0","2910","9801","61","0","sweep;repeats=50;passes=73507;grid=640;block=256;dtype=fp32","2,11416666666667e-05","0.0010354115934536846","2.876143315149124e-10","1.0235759859605207e-05","1229.3090276236044","0.0822871202988374","0","0","","","","","DE","0,07985","1,688162083333336e-06","0,07830997222222223","1,6556033293981508e-06","0,12448","2,6317146666666706e-06","0,09501313888888888","2,0087361113425953e-06","0,12448","2,6317146666666706e-06","0,09501313888888888","2,0087361113425953e-06","0,07985","1,688162083333336e-06","0,07830997222222223","1,6556033293981508e-06"
"2024-09-13 17:29:49+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","0","kernel","2","1.1","0.7524","0,7524","78,779","104.7","1","stream_triad","cuda","fp32","0","73507","73507","0.7524","78.779","104.7","104.7","924932112384","1229.39","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","0","0","0","0","2910","9801","62","0","sweep;repeats=50;passes=73507;grid=640;block=256;dtype=fp32","2,18830555555556e-05","0.0010717210605792646","2.977002946053513e-10","1.0235759859605207e-05","1229.3090276236044","0.08517273748550928","0","0","","","","","DE","0,07985","1,7473619861111146e-06","0,07830997222222223","1,713661472692905e-06","0,12448","2,724002755555561e-06","0,09501313888888888","2,0791777968132756e-06","0,12448","2,724002755555561e-06","0,09501313888888888","2,0791777968132756e-06","0,07985","1,7473619861111146e-06","0,07830997222222223","1,713661472692905e-06"
"2024-09-13 17:29:50+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","0","kernel","3","1.1","0.7524","0,7524","89,307","118.7","1","stream_triad","cuda","fp32","0","73507","73507","0.7524","89.307","118.7","118.7","924932112384","1229.38","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","0","0","0","0","2895","9801","63","0","sweep;repeats=50;passes=73507;grid=640;block=256;dtype=fp32","2,48075e-05","0.0012149455153930917","3.3748486538696995e-10","1.0235759859605207e-05","1229.3090276236044","0.09655519448861216","0","0","","","","","DE","0,07985","1,980878875e-06","0,07830997222222223","1,942674635902778e-06","0,12448","3,0880376e-06","0,09501313888888888","2,3570384429861106e-06","0,12448","3,0880376e-06","0,09501313888888888","2,3570384429861106e-06","0,07985","1,980878875e-06","0,07830997222222223","1,942674635902778e-06"
"2024-09-13 17:29:51+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","0","kernel","4","1.1","0.7524","0,7524","78,486","104.3","1","stream_triad","cuda","fp32","0","73507","73507","0.7524","78.486","104.3","104.3","924932112384","1229.39","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","0","0","0","0","2895","9801","64","0","sweep;repeats=50;passes=73507;grid=640;block=256;dtype=fp32","2,18016666666667e-05","0.0010677350456419117","2.965930682338644e-10","1.0235759859605207e-05","1229.3090276236044","0.08485595747962886","0","0","","","","","DE","0,07985","1,740863083333336e-06","0,07830997222222223","1,7072879110648175e-06","0,12448","2,7138714666666704e-06","0,09501313888888888","2,071444783009262e-06","0,12448","2,7138714666666704e-06","0,09501313888888888","2,071444783009262e-06","0,07985","1,740863083333336e-06","0,07830997222222223","1,7072879110648175e-06"
"2024-09-13 17:29:52+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","0","kernel","5","1.1","0.7523","0,7523","89,028","118.3","1","stream_triad","cuda","fp32","0","73507","73507","0.7523","89.028","118.3","118.3","924932112384","1229.4","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","0","0","0","0","2895","9801","64","0","sweep;repeats=50;passes=73507;grid=640;block=256;dtype=fp32","2,473e-05","0.001211149958507353","3.3643054402982027e-10","1.023439944495082e-05","1229.4724343799016","0.0962535507287465","0","0","","","","","DE","0,07985","1,9746905e-06","0,07830997222222223","1,9366056130555558e-06","0,12448","3,0783903999999995e-06","0,09501313888888888","2,3496749247222216e-06","0,12448","3,0783903999999995e-06","0,09501313888888888","2,3496749247222216e-06","0,07985","1,9746905e-06","0,07830997222222223","1,9366056130555558e-06"
"2024-09-13 17:29:52+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","0","kernel","6","1.1","0.7524","0,7524","78,414","104.2","1","stream_triad","cuda","fp32","0","73507","73507","0.7524","78.414","104.2","104.2","924932112384","1229.38","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","0","0","0","0","2895","9801","65","0","sweep;repeats=50;passes=73507;grid=640;block=256;dtype=fp32","2,17816666666667e-05","0.0010667555470907533","2.96320985302987e-10","1.0235759859605207e-05","1229.3090276236044","0.08477811392869578","0","0","","","","","DE","0,07985","1,739266083333336e-06","0,07830997222222223","1,7057217116203732e-06","0,12448","2,7113818666666705e-06","0,09501313888888888","2,0695445202314843e-06","0,12448","2,7113818666666705e-06","0,09501313888888888","2,0695445202314843e-06","0,07985","1,739266083333336e-06","0,07830997222222223","1,7057217116203732e-06"
"2024-09-13 17:29:53+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","0","kernel","7","1.1","0.7524","0,7524","90,424","120.2","1","stream_triad","cuda","fp32","0","73507","73507","0.7524","90.424","120.2","120.2","924932112384","1229.37","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","0","0","0","0","2895","9801","65","0","sweep;repeats=50;passes=73507;grid=640;block=256;dtype=fp32","2,51177777777778e-05","0.0012301413470825909","3.4170592974516413e-10","1.0235759859605207e-05","1229.3090276236044","0.09776285068850445","0","0","","","","","DE","0,07985","2,0056545555555576e-06","0,07830997222222223","1,9669724800617306e-06","0,12448","3,1266609777777807e-06","0,09501313888888888","2,386518908580249e-06","0,12448","3,1266609777777807e-06","0,09501313888888888","2,386518908580249e-06","0,07985","2,0056545555555576e-06","0,07830997222222223","1,9669724800617306e-06"
"2024-09-13 17:29:54+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","0","kernel","8","1.1","0.7524","0,7524","77,771","103.4","1","stream_triad","cuda","fp32","0","73507","73507","0.7524","77.771","103.4","103.4","924932112384","1229.39","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","0","0","0","0","2895","9801","65","0","sweep;repeats=50;passes=73507;grid=640;block=256;dtype=fp32","2,16030555555556e-05","0.001058008080863047","2.938911335730686e-10","1.0235759859605207e-05","1229.3090276236044","0.08408292777244625","0","0","","","","","DE","0,07985","1,725003986111115e-06","0,07830997222222223","1,691734680470683e-06","0,12448","2,6891483555555613e-06","0,09501313888888888","2,0525741179243866e-06","0,12448","2,6891483555555613e-06","0,09501313888888888","2,0525741179243866e-06","0,07985","1,725003986111115e-06","0,07830997222222223","1,691734680470683e-06"
"2024-09-13 17:29:55+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","0","kernel","9","1.1","0.7524","0,7524","89,97","119.6","1","stream_triad","cuda","fp32","0","73507","73507","0.7524","89.97","119.6","119.6","924932112384","1229.38","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","0","0","0","0","2895","9801","66","0","sweep;repeats=50;passes=73507;grid=640;block=256;dtype=fp32","2,49916666666667e-05","0.0012239650645516752","3.3999029570879866e-10","1.0235759859605207e-05","1229.3090276236044","0.09727200385345422","0","0","","","","","DE","0,07985","1,995584583333336e-06","0,07830997222222223","1,9570967224537065e-06","0,12448","3,1109626666666707e-06","0,09501313888888888","2,3745366960648175e-06","0,12448","3,1109626666666707e-06","0,09501313888888888","2,3745366960648175e-06","0,07985","1,995584583333336e-06","0,07830997222222223","1,9570967224537065e-06"
