problem_size,configuration,num_threads,runtime_per_op_s,total_energy_per_op_j,strict_pareto,practical_pareto_2pct,platform,session_count,runtime_per_op_s_robust_cv_pct,total_energy_per_op_j_robust_cv_pct,edp_total_j_s_robust_cv_pct
1,1T,1,0.03656839023214286,2.1790300555555557,False,False,INTEL,5,0.5893582845234604,0.25697756642026887,0.9326024436864377
1,2T,2,0.018930207962962964,1.4905944615384619,False,False,INTEL,5,1.357525605383527,1.3789414084046046,1.0353842212811457
1,4T,4,0.009863948762135921,1.03561042,False,False,INTEL,5,2.3013236624733664,2.272828917489201,1.0105379277549795
1,8T,8,0.00549680709090909,0.8130311546391753,False,False,INTEL,5,2.2832268526006563,0.7853808571164745,3.2898395139360743
1,10T,10,0.004556165535714285,0.7349544012605043,False,True,INTEL,5,6.685465901739438,1.0859097050646702,2.6418053939752
1,16T,16,0.005101939504830917,0.7997979468599035,False,False,INTEL,5,4.4262761134796795,0.8332246805099726,4.530527310918358
1,20T,20,0.0045348652400881055,0.7182687139639639,True,True,INTEL,5,0.7814565497569773,1.655884468556129,2.2340528489567433
2,1T,1,0.01953946704901961,1.1776363,False,False,INTEL,5,3.3068656114955237,1.7771411685874068,1.2121853475633018
2,2T,2,0.010191722193877551,0.8140106789473682,False,False,INTEL,5,2.736832749701904,1.2610084346348303,4.917584158287148
2,4T,4,0.005318696132978723,0.562641539893617,False,False,INTEL,5,0.7440204083394278,1.506642241032836,0.7678429986348481
2,8T,8,0.0028661016988636365,0.42589774857954543,False,False,INTEL,5,3.3596209535151,3.8566878320937508,8.31133056259249
2,10T,10,0.0023674438376168226,0.39345652983293555,False,True,INTEL,5,3.9844888861968006,1.0786481850365377,3.658702581560079
2,16T,16,0.002730062036585366,0.4201816717877095,False,False,INTEL,5,4.055264747964034,0.18440349865337602,3.7933349213378835
2,20T,20,0.002361085551172708,0.37917318336886996,True,True,INTEL,5,2.700304301411798,0.26505696446348187,2.668479870250804
3,1T,1,0.018887194367924527,1.1311252692307692,False,False,INTEL,5,2.418825203877219,2.2275432862311275,4.740026144101911
3,2T,2,0.009134801054545453,0.7475416954545455,False,False,INTEL,5,4.845596666083393,1.6401026156387228,1.0421773134803884
3,4T,4,0.00484339200478469,0.5178184191919192,False,False,INTEL,5,0.75289334934643,1.5528008773490232,2.2472156979228313
3,8T,8,0.002623572220052083,0.3915166341145834,False,False,INTEL,5,6.344992788721985,3.6720903190475376,11.270459948952176
3,10T,10,0.0022424372312373226,0.358497366972477,True,True,INTEL,5,3.7097673671210187,1.8985336759427238,1.7788482735985869
3,16T,16,0.0025625471243654824,0.4101718705583756,False,False,INTEL,5,6.342982007350566,0.48815438836452263,8.61604811024474
3,20T,20,0.0022411155,0.3907400053763441,True,True,INTEL,5,7.710985602252039,1.759782900422243,5.126749354278916
4,1T,1,0.022894172215909094,1.4817138837209303,False,False,INTEL,5,2.9085227046832287,5.066537456459316,5.364800934205355
4,2T,2,0.011424297494252873,0.8941399540229885,False,False,INTEL,5,3.9400173248438355,2.3004548071453255,5.672552673658494
4,4T,4,0.005633601935393258,0.5916,False,False,INTEL,5,1.3614729786917161,0.34506657235386445,1.2861570146544319
4,8T,8,0.003071329094512195,0.45160999390243906,False,False,INTEL,5,3.013892874171911,2.3628819497912943,5.4179014521493505
4,10T,10,0.002576056087563452,0.410718193902439,True,True,INTEL,5,1.7958661105323683,0.26248017436256316,3.234638205232349
4,16T,16,0.0026060364185750634,0.4146873237704918,False,True,INTEL,5,2.3169185823473795,0.8741392761360404,6.901370915935098
4,20T,20,0.0024914947426470588,0.430116029040404,True,True,INTEL,5,6.349080402290435,0.43557718617751123,4.3253882211534815
5,1T,1,0.04567095793181819,2.7529857045454547,False,False,INTEL,5,2.795171449458832,11.87998719472926,12.793060607122422
5,2T,2,0.022736996199999998,1.9037506777777775,False,False,INTEL,5,1.5154725845448056,1.6455175834100513,1.725682790815885
5,4T,4,0.012101543573863636,1.2970842378048781,False,False,INTEL,5,2.720340452063025,2.2644408696100724,1.0809315306386664
5,8T,8,0.006726887901960785,1.0133582843137252,True,True,INTEL,5,2.0783732363738268,3.210862286598933,5.408958401052223
5,10T,10,0.00631740548136646,1.0173943726708075,True,True,INTEL,5,0.37118661133276765,0.35509746881471815,0.4595284217892371
5,16T,16,0.006889208424657534,1.0773361493055558,False,False,INTEL,5,0.9920056351471758,0.8155079600301227,2.4147368022873246
5,20T,20,0.006463584596153846,1.0498521855345913,False,False,INTEL,5,0.7099262870816239,1.0398855154006494,0.38920482535653844
6,1T,1,0.07123889739285715,4.3070552499999994,False,False,INTEL,5,1.7886890898563355,1.2700325483402697,1.1404342390275104
6,2T,2,0.03595574753571429,2.951530703703704,False,False,INTEL,5,4.571088322398747,2.2564597415610885,4.667205196871913
6,4T,4,0.019111656698113207,2.06094969,False,False,INTEL,5,3.2389101895402583,3.066273701467384,4.291369438355126
6,8T,8,0.011058272931578947,1.6486653789473684,False,False,INTEL,5,1.0627056057304292,2.431692644235006,3.8341104885131245
6,10T,10,0.009897467966019417,1.5926298834951456,True,True,INTEL,5,0.9926992658062851,0.665018747365252,1.641192499007921
6,16T,16,0.011350571550561798,1.7668905113636364,False,False,INTEL,5,0.20304675339082237,2.3688662195477113,1.9477929661001618
6,20T,20,0.009699942182692307,1.6082024466019418,True,True,INTEL,5,0.3186557006034354,1.2920935977632253,0.9920108732835603
