timestamp,host,gpu_name,matrix_size,mode,batches,seconds_target,seconds_gpu,seconds_wall,energy_j,avg_power_w,below_target,workload,impl,dtype,N,passes_kernel,passes_e2e,seconds_kernel,energy_kernel_j,avg_power_w_kernel,avg_power_w_e2e,bytes_total,bw_gb_s,time_mode,energy_mode,includes_transfer,device_name,driver_version,pcie_gen_current,pcie_width_current,pcie_rx_kbs,pcie_tx_kbs,clocks_sm_mhz,clocks_mem_mhz,temp_c,throttle_reasons,notes,rows,cols,nnz,op,sp_algo,num_rhs,backend,library,library_version,matrix_id,pattern,permuted,band_width,block_size,avg_nnz_per_row,std_nnz_per_row,kWh_e2e,energy_per_pass_j,kWh_per_pass,seconds_per_pass,gb_per_s_kernel,j_per_gb_kernel,M,K,flops_per_pass,joule_per_gflop,gflops,flops_per_watt
2025-10-15T15:07:57,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,0,1.1,1.1109,1.1109,59.013,53.1,0,spmv,cusparse,fp32,1024,151157,151157,1.1109,59.013,53.1,53.1,7894627796,7.11,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,343,1153,2925,9801,49,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34,1.63925e-05,0.0003904086479620527,1.0844684665612575e-10,7.3493123044252e-06,7.1065152542983165,7.475083249637219,1024,1024,,,,
2025-10-15T15:07:58,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,1,1.1,1.1206,1.1206,58.599,52.3,0,spmv,cusparse,fp32,1024,151157,151157,1.1206,58.599,52.3,52.3,7894627796,7.04,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,325,404,2925,9801,49,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34,1.6277499999999998e-05,0.0003876697738113352,1.0768604828092644e-10,7.41348399346375e-06,7.04500071033375,7.422642525299365,1024,1024,,,,
2025-10-15T15:07:59,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,2,1.1,1.1302,1.1302,58.954,52.2,0,spmv,cusparse,fp32,1024,151157,151157,1.1302,58.954,52.2,52.2,7894627796,6.99,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,354,404,2925,9801,50,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34,1.6376111111111113e-05,0.00039001832531738523,1.0833842369927367e-10,7.476994118697779e-06,6.98515996814723,7.467609813076994,1024,1024,,,,
2025-10-15T15:08:00,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,3,1.1,1.1367,1.1367,59.222,52.1,0,spmv,cusparse,fp32,1024,151157,151157,1.1367,59.222,52.1,52.1,7894627796,6.95,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,339,1149,2925,9801,50,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34,1.6450555555555556e-05,0.00039179131631350187,1.0883092119819497e-10,7.519995765991652e-06,6.945216676343802,7.501556948638697,1024,1024,,,,
2025-10-15T15:08:01,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,4,1.1,1.1379,1.1379,64.119,56.3,0,spmv,cusparse,fp32,1024,151157,151157,1.1379,64.119,56.3,56.3,7894627796,6.94,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,341,403,2925,9801,50,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34,1.7810833333333332e-05,0.00042418809582090144,1.1783002661691706e-10,7.527934531645904e-06,6.937892429914756,8.121852183137426,1024,1024,,,,
2025-10-15T15:08:03,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,5,1.1,1.1388,1.1388,64.118,56.3,0,spmv,cusparse,fp32,1024,151157,151157,1.1388,64.118,56.3,56.3,7894627796,6.93,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,341,402,2925,9801,50,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34,1.7810555555555553e-05,0.0004241814801828562,1.1782818893968228e-10,7.533888605886595e-06,6.9324093747804705,8.121725514721149,1024,1024,,,,
2025-10-15T15:08:04,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,6,1.1,1.1342,1.1342,58.86,51.9,0,spmv,cusparse,fp32,1024,151157,151157,1.1342,58.86,51.9,51.9,7894627796,6.96,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,341,408,2925,9801,50,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34,1.635e-05,0.00038939645534113537,1.0816568203920427e-10,7.503456670878624e-06,6.960525300652442,7.455702981947143,1024,1024,,,,
2025-10-15T15:08:05,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,7,1.1,1.1314,1.1314,59.139,52.3,0,spmv,cusparse,fp32,1024,151157,151157,1.1314,59.139,52.3,52.3,7894627796,6.98,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,370,405,2925,9801,50,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34,1.64275e-05,0.0003912422183557493,1.0867839398770814e-10,7.484932884352031e-06,6.977751278062577,7.491043470087871,1024,1024,,,,
2025-10-15T15:08:06,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,8,1.1,1.1315,1.1316,59.709,52.8,0,spmv,cusparse,fp32,1024,151157,151157,1.1315,59.709,52.8,52.8,7894627796,6.98,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,339,404,2925,9801,50,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34,1.6585833333333333e-05,0.00039501313204151975,1.0972587001153326e-10,7.486256011961073e-06,6.977134596553248,7.563244467364628,1024,1024,,,,
2025-10-15T15:08:07,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,9,1.1,1.1317,1.1317,64.497,57.0,0,spmv,cusparse,fp32,1024,151157,151157,1.1317,64.497,57.0,57.0,7894627796,6.98,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,321,801,2925,9801,50,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34,1.7915833333333332e-05,0.0004266888070019913,1.1852466861166426e-10,7.486917575765594e-06,6.975901560484228,8.16973284448938,1024,1024,,,,
